tile_path,mask_path,county,label,augment,split
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_15_10.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_15_10.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_LiangshanYi_augmentation_5_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_LiangshanYi_augmentation_5_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_09_17.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_09_17.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000000000_19_04.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000000000_19_04.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_14_07.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_14_07.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_04_10.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_04_10.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000000000_11_13.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000000000_11_13.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Baihe_with_indices\s2_Baihe-0000000000-0000000000_09_02.tif,D:\solar-data-china\tiles\Baihe_mask\s2_Baihe-0000000000-0000000000_09_02.tif,Baihe,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000009728-0000000000_01_08.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000009728-0000000000_01_08.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_06_11.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_06_11.tif,Jingyang,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_57_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_57_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_LiangshanYi_augmentation_39_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_LiangshanYi_augmentation_39_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_19_11.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_19_11.tif,Jingyang,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_15_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_15_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yuechi_with_indices\s2_Yuechi-0000000000-0000000000_11_10.tif,D:\solar-data-china\tiles\Yuechi_mask\s2_Yuechi-0000000000-0000000000_11_10.tif,Yuechi,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000000000-0000004864_10_03.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000000000-0000004864_10_03.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_03_16.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_03_16.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zhangjiakou_augmentation_6_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zhangjiakou_augmentation_6_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_32_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_32_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_1_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_1_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_04_16.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_04_16.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_17_09.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_17_09.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_12_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_12_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_14_03.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_14_03.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000000000-0000004864_18_03.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000000000-0000004864_18_03.tif,Cao,0,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000000000_13_14.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000000000_13_14.tif,Yiyuan,0,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_07_04.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_07_04.tif,Daming,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_49_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_49_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000004864_01_06.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000004864_01_06.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_4_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_4_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000004864_10_02.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000004864_10_02.tif,LanpingBaiandPumi,1,True,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_05_11.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_05_11.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_11.tif,Daming,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_25_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_25_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_14_11.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_14_11.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_43_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_43_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_17_02.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_17_02.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_08_05.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_08_05.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_04_09.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_04_09.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Yongshan_with_indices\s2_Yongshan-0000000000-0000004864_02_09.tif,D:\solar-data-china\tiles\Yongshan_mask\s2_Yongshan-0000000000-0000004864_02_09.tif,Yongshan,0,False,train
D:\solar-data-china\tiles\Yanjin_with_indices\s2_Yanjin-0000000000-0000000000_10_09.tif,D:\solar-data-china\tiles\Yanjin_mask\s2_Yanjin-0000000000-0000000000_10_09.tif,Yanjin,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000000000_01_17.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000000000_01_17.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_15_06.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_15_06.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000004864_04_18.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000004864_04_18.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinyang_augmentation_7_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinyang_augmentation_7_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zibo_augmentation_2_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zibo_augmentation_2_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Sheqi_with_indices\s2_Sheqi-0000000000-0000000000_18_15.tif,D:\solar-data-china\tiles\Sheqi_mask\s2_Sheqi-0000000000-0000000000_18_15.tif,Sheqi,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000004864-0000004864_05_05.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000004864-0000004864_05_05.tif,Cao,1,False,train
D:\solar-data-china\tiles\Shuangfeng_with_indices\s2_Shuangfeng-0000000000-0000000000_09_16.tif,D:\solar-data-china\tiles\Shuangfeng_mask\s2_Shuangfeng-0000000000-0000000000_09_16.tif,Shuangfeng,0,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000004864_09_02.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000004864_09_02.tif,Yiyuan,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_03_18.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_03_18.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Yanjin_with_indices\s2_Yanjin-0000000000-0000000000_10_04.tif,D:\solar-data-china\tiles\Yanjin_mask\s2_Yanjin-0000000000-0000000000_10_04.tif,Yanjin,0,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000000000-0000004864_12_02.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000000000-0000004864_12_02.tif,Gushi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_9_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_9_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000004864-0000000000_01_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000004864-0000000000_01_17.tif,Daming,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_39_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_39_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000000000-0000004864_04_15.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000000000-0000004864_04_15.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000000000_19_01.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000000000_19_01.tif,Yiyuan,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_22_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_22_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_17_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_17_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_19_04.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_19_04.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_17_03.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_17_03.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000000000_07_11.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000000000_07_11.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_8_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_8_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000000000_07_15.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000000000_07_15.tif,Yiyuan,0,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_19_05.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_19_05.tif,Jingyang,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_40_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_40_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zhangjiakou_augmentation_15_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zhangjiakou_augmentation_15_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Sheqi_with_indices\s2_Sheqi-0000000000-0000000000_17_08.tif,D:\solar-data-china\tiles\Sheqi_mask\s2_Sheqi-0000000000-0000000000_17_08.tif,Sheqi,0,False,train
D:\solar-data-china\tiles\Shuangfeng_with_indices\s2_Shuangfeng-0000000000-0000000000_12_05.tif,D:\solar-data-china\tiles\Shuangfeng_mask\s2_Shuangfeng-0000000000-0000000000_12_05.tif,Shuangfeng,0,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_13.tif,Daming,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Heze_augmentation_9_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Heze_augmentation_9_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000000000-0000000000_05_03.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000000000-0000000000_05_03.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_31_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_31_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000004864_12_09.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000004864_12_09.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_LiangshanYi_augmentation_37_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_LiangshanYi_augmentation_37_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_04_15.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_04_15.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000004864-0000000000_07_07.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000004864-0000000000_07_07.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000000000-0000000000_03_08.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000000000-0000000000_03_08.tif,Cao,0,False,train
D:\solar-data-china\tiles\Sheqi_with_indices\s2_Sheqi-0000000000-0000000000_04_11.tif,D:\solar-data-china\tiles\Sheqi_mask\s2_Sheqi-0000000000-0000000000_04_11.tif,Sheqi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_6_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_6_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000004864_13_19.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000004864_13_19.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000000000_17_11.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000000000_17_11.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000000000_06_03.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000000000_06_03.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_18_13.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_18_13.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000004864_06_12.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000004864_06_12.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000004864-0000000000_17_03.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000004864-0000000000_17_03.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Cao_with_indices\s2_Cao-0000000000-0000000000_05_15.tif,D:\solar-data-china\tiles\Cao_mask\s2_Cao-0000000000-0000000000_05_15.tif,Cao,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000000000_08_14.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000000000_08_14.tif,Xuanhua,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000000000_02_11.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000000000_02_11.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinyang_augmentation_6_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinyang_augmentation_6_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yiyuan_with_indices\s2_Yiyuan-0000000000-0000000000_10_14.tif,D:\solar-data-china\tiles\Yiyuan_mask\s2_Yiyuan-0000000000-0000000000_10_14.tif,Yiyuan,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000000000_07_09.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000000000_07_09.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_16_10.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_16_10.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000004864-0000000000_10_17.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000004864-0000000000_10_17.tif,Gushi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zibo_augmentation_19_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zibo_augmentation_19_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_18.tif,Daming,1,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000000000-0000000000_17_09.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000000000-0000000000_17_09.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000000000-0000004864_13_08.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000000000-0000004864_13_08.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000004864-0000000000_03_06.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000004864-0000000000_03_06.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000000000-0000004864_10_01.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000000000-0000004864_10_01.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000000000-0000004864_03_18.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000000000-0000004864_03_18.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000000000_18_18.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000000000_18_18.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Xuanhua_with_indices\s2_Xuanhua-0000000000-0000004864_11_01.tif,D:\solar-data-china\tiles\Xuanhua_mask\s2_Xuanhua-0000000000-0000004864_11_01.tif,Xuanhua,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Handan_augmentation_27_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Handan_augmentation_27_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000000000-0000004864_18_02.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000000000-0000004864_18_02.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000004864-0000004864_17_05.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000004864-0000004864_17_05.tif,Gushi,1,True,train
D:\solar-data-china\tiles\Sheqi_with_indices\s2_Sheqi-0000000000-0000000000_10_04.tif,D:\solar-data-china\tiles\Sheqi_mask\s2_Sheqi-0000000000-0000000000_10_04.tif,Sheqi,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000009728-0000000000_04_06.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000009728-0000000000_04_06.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\LanpingBaiandPumi_with_indices\s2_LanpingBaiandPumi-0000004864-0000000000_05_09.tif,D:\solar-data-china\tiles\LanpingBaiandPumi_mask\s2_LanpingBaiandPumi-0000004864-0000000000_05_09.tif,LanpingBaiandPumi,0,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000000000-0000000000_14_18.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000000000-0000000000_14_18.tif,Gushi,0,False,train
D:\solar-data-china\tiles\Yongshan_with_indices\s2_Yongshan-0000009728-0000004864_02_02.tif,D:\solar-data-china\tiles\Yongshan_mask\s2_Yongshan-0000009728-0000004864_02_02.tif,Yongshan,0,False,train
D:\solar-data-china\tiles\Gushi_with_indices\s2_Gushi-0000004864-0000000000_13_15.tif,D:\solar-data-china\tiles\Gushi_mask\s2_Gushi-0000004864-0000000000_13_15.tif,Gushi,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Nanyang_augmentation_27_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Nanyang_augmentation_27_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Sheqi_with_indices\s2_Sheqi-0000000000-0000000000_15_06.tif,D:\solar-data-china\tiles\Sheqi_mask\s2_Sheqi-0000000000-0000000000_15_06.tif,Sheqi,0,False,train
D:\solar-data-china\tiles\Baihe_with_indices\s2_Baihe-0000000000-0000000000_12_08.tif,D:\solar-data-china\tiles\Baihe_mask\s2_Baihe-0000000000-0000000000_12_08.tif,Baihe,0,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000000000-0000004864_04_15.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000000000-0000004864_04_15.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Heshui_with_indices\s2_Heshui-0000004864-0000004864_01_01.tif,D:\solar-data-china\tiles\Heshui_mask\s2_Heshui-0000004864-0000004864_01_01.tif,Heshui,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Xinxiang_augmentation_17_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Xinxiang_augmentation_17_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Yuanling_with_indices\s2_Yuanling-0000009728-0000000000_02_10.tif,D:\solar-data-china\tiles\Yuanling_mask\s2_Yuanling-0000009728-0000000000_02_10.tif,Yuanling,0,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_LiangshanYi_augmentation_3_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_LiangshanYi_augmentation_3_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Augmented_with_indices\s2_Zibo_augmentation_14_1_1.tif,D:\solar-data-china\tiles\Augmented_mask\s2_Zibo_augmentation_14_1_1.tif,Augmented,1,False,train
D:\solar-data-china\tiles\Hanbin_with_indices\s2_Hanbin-0000009728-0000004864_08_12.tif,D:\solar-data-china\tiles\Hanbin_mask\s2_Hanbin-0000009728-0000004864_08_12.tif,Hanbin,0,False,train
D:\solar-data-china\tiles\Jingyang_with_indices\s2_Jingyang-0000000000-0000000000_18_16.tif,D:\solar-data-china\tiles\Jingyang_mask\s2_Jingyang-0000000000-0000000000_18_16.tif,Jingyang,0,False,train
