tile_path,mask_path,county,label
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_07_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_07_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_07_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_07_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_07_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_07_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_03.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_03.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_04.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_04.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_08_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_08_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_04.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_04.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_09_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_09_18.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_18.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_10_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_10_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_09.tif,Daming,1
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_18.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_11_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_11_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_10.tif,Daming,1
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_18.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_12_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_12_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_18.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_13_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_13_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_05.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_05.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_13.tif,Daming,1
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_14.tif,Daming,1
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_18.tif,Daming,1
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_14_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_14_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_18.tif,Daming,1
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_15_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_15_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_06.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_06.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_07.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_07.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_13.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_14.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_14.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_15.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_15.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_16.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_16.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_17.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_17.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_18.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_18.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_16_19.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_16_19.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_08.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_08.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_09.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_09.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_10.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_10.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_11.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_11.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_12.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_12.tif,Daming,0
D:\solar-data-china\tiles\Daming_with_indices\s2_Daming-0000000000-0000000000_17_13.tif,D:\solar-data-china\tiles\Daming_mask\s2_Daming-0000000000-0000000000_17_13.tif,Daming,0
